Code;Calories from animal protein (FAO (2017));Mean male height (cm)
ARM;;166.6375115
ARM;;166.8058916
ARM;;166.9711204
ARM;;167.1350541
ARM;;167.2981222
ARM;;167.4603345
ARM;;167.6211538
ARM;;167.7797189
ARM;;167.9356419
ARM;;168.0893778
ARM;;168.2409665
ARM;;168.3905186
ARM;;168.5376079
ARM;;168.6814336
ARM;;168.8223107
ARM;;168.9600651
ARM;;169.0948573
ARM;;169.227226
ARM;;169.3584957
ARM;;169.4898395
ARM;;169.6201828
ARM;;169.7496481
ARM;;169.8783045
ARM;;170.0048007
ARM;;170.1295228
ARM;;170.2516973
ARM;;170.3704708
ARM;;170.4849711
ARM;;170.5950106
ARM;;170.7015909
ARM;;170.8050625
ARM;;170.9054144
ARM;;171.0028184
ARM;;171.0982938
ARM;;171.1927431
ARM;;171.2866307
ARM;;171.3799878
ARM;;
ABW;;
AUS;271.8;177.0767653
AUS;282.8;177.1869093
AUS;282.52;177.2992649
AUS;290.04;177.410986
AUS;285.12;177.5219773
AUS;284.8;177.6315694
AUS;269.28;177.7402072
AUS;276.08;177.848228
AUS;277.84;177.956658
AUS;273;178.0647404
AUS;285.44;178.171093
AUS;292.76;178.2758431
AUS;286.44;178.3780816
AUS;258.24;178.4752338
AUS;306.6;178.5658501
AUS;314.44;178.648818
AUS;304.4;178.7233729
AUS;308.96;178.7890224
AUS;284.68;178.8462471
AUS;276.04;178.8966817
AUS;276.12;178.9423427
AUS;284.52;178.9839317
AUS;277.12;179.0205834
AUS;274.84;179.0519456
AUS;279;179.0775723
AUS;280;179.0977845
AUS;282.52;179.1133698
AUS;281.36;179.1256117
AUS;285.64;179.1366608
AUS;289.32;179.1461312
AUS;282.8;179.155356
AUS;283.56;179.1650193
AUS;281;179.1749856
AUS;284.08;179.1848577
AUS;276.56;179.1948569
AUS;269.68;
AUS;270.12;
AUS;272.76;
AUS;271.48;
AUS;270.64;
AUS;273;
AUS;280.4;
AUS;263.6;
AUS;280.32;
AUS;280.56;
AUS;292.92;
AUS;276.92;
AUS;272.2;
AUS;278.96;
AUS;287.44;
AUS;281.16;
AUS;286.72;
AUS;;168.9472939
AUS;;169.0328593
AUS;;169.1185222
AUS;;169.2045264
AUS;;169.2904185
AUS;;169.3765953
AUS;;169.4641023
AUS;;169.5520656
AUS;;169.640145
AUS;;169.7285307
AUS;;169.8165091
AUS;;169.9050999
AUS;;169.9962715
AUS;;170.0907349
AUS;;170.1894118
AUS;;170.2945415
AUS;;170.4077812
AUS;;170.5286539
AUS;;170.6566677
AUS;;170.790441
AUS;;170.9283267
AUS;;171.0694543
AUS;;171.2128616
AUS;;171.3563992
AUS;;171.5006563
AUS;;171.6455789
AUS;;171.7908086
AUS;;171.9359045
AUS;;172.0820376
AUS;;172.2313221
AUS;;172.3843377
AUS;;172.5426792
AUS;;172.7057863
AUS;;172.8719035
AUS;;173.0398567
AUS;;173.2082461
AUS;;173.374461
AUS;;173.5387049
AUS;;173.7027936
AUS;;173.866681
AUS;;174.0297493
AUS;;174.192111
AUS;;174.3539293
AUS;;174.5129535
AUS;;174.6674977
AUS;;174.8167722
AUS;;174.9614897
AUS;;175.10259
AUS;;175.239209
AUS;;175.3708461
AUS;;175.4980309
AUS;;175.6201
AUS;;175.7381605
AUS;;175.8520652
AUS;;175.9621591
AUS;;176.0679658
AUS;;176.1701567
AUS;;176.2719425
AUS;;176.3726589
AUS;;176.4720336
AUS;;176.5697419
AUS;;176.6673964
AUS;;176.7660122
AUS;;176.8663683
AUS;;176.9698173
AUS;;
AUT;194.68;177.1549892
AUT;202.16;177.2582041
AUT;201.36;177.3513465
AUT;206.16;177.4314829
AUT;202.24;177.4995447
AUT;200.8;177.5574309
AUT;204.8;177.6083681
AUT;207.56;177.6542627
AUT;207.76;177.6963515
AUT;209.08;177.7352994
AUT;213.72;177.7710197
AUT;218.24;177.8029217
AUT;220.32;177.8299418
AUT;221.52;177.8508375
AUT;223.6;177.8646683
AUT;234.36;177.8713446
AUT;231.64;177.8707685
AUT;238.84;177.8629093
AUT;243.24;177.8497169
AUT;244.92;177.8332362
AUT;252.52;177.8156317
AUT;247.2;177.7974356
AUT;251.92;177.7781558
AUT;249.92;177.7567014
AUT;251.2;177.7323642
AUT;255.6;177.7053022
AUT;256.96;177.675925
AUT;255.6;177.6452381
AUT;260.6;177.6143945
AUT;263.08;177.5833994
AUT;266.6;177.5527684
AUT;273.6;177.523211
AUT;268;177.4943908
AUT;281.56;177.4655077
AUT;254.48;177.4365234
AUT;263;
AUT;258.24;
AUT;258.4;
AUT;259.4;
AUT;259.44;
AUT;257.84;
AUT;240.4;
AUT;236.88;
AUT;242.2;
AUT;236.36;
AUT;242.16;
AUT;237.2;
AUT;239.92;
AUT;242.16;
AUT;243.08;
AUT;243.64;
AUT;251.44;
AUT;;168.0259131
AUT;;168.1631727
AUT;;168.3005384
AUT;;168.438014
AUT;;168.5751477
AUT;;168.712516
AUT;;168.850642
AUT;;168.9889796
AUT;;169.1274203
AUT;;169.26611
AUT;;169.4041225
AUT;;169.5426259
AUT;;169.6826497
AUT;;169.8247019
AUT;;169.9698909
AUT;;170.1198542
AUT;;170.274784
AUT;;170.434075
AUT;;170.5970126
AUT;;170.7621007
AUT;;170.9274155
AUT;;171.0914304
AUT;;171.2527572
AUT;;171.4101431
AUT;;171.5635831
AUT;;171.7132428
AUT;;171.8578725
AUT;;171.9970137
AUT;;172.1321049
AUT;;172.2670468
AUT;;172.4034134
AUT;;172.543444
AUT;;172.688226
AUT;;172.8366242
AUT;;172.9886967
AUT;;173.1434854
AUT;;173.2997514
AUT;;173.4581797
AUT;;173.6189389
AUT;;173.7799991
AUT;;173.9379867
AUT;;174.0901354
AUT;;174.2350647
AUT;;174.3720516
AUT;;174.5006329
AUT;;174.6216288
AUT;;174.7380903
AUT;;174.8535593
AUT;;174.9694575
AUT;;175.0871794
AUT;;175.2090781
AUT;;175.3349724
AUT;;175.4654464
AUT;;175.5990289
AUT;;175.734956
AUT;;175.8714697
AUT;;176.0082353
AUT;;176.1454523
AUT;;176.2824884
AUT;;176.417971
AUT;;176.5498969
AUT;;176.679145
AUT;;176.8052835
AUT;;176.9272487
AUT;;177.044053
AUT;;
OWID_AUH;;
AZE;145.64;171.8480419
AZE;152.68;171.8904881
AZE;160.6;171.9271941
AZE;149.52;171.9563138
AZE;152.88;171.978624
AZE;158.96;171.9957949
AZE;170.2;172.0082539
AZE;175.96;172.0165613
AZE;180.28;172.0228624
AZE;185.24;172.0271815
AZE;186.76;172.0285211
AZE;191.2;172.026228
AZE;190.76;172.0194768
AZE;203.8;172.0074017
AZE;210.64;171.9878294
AZE;203.68;171.9587432
AZE;200.84;171.9171177
AZE;205.6;171.8625675
AZE;207.28;171.7964436
AZE;204.16;171.7198517
AZE;204.48;171.6348639
AZE;202.96;171.541779
AZE;205.44;171.4411139
AZE;212.12;171.3336153
AZE;216.76;171.2189521
AZE;220.48;171.0978878
AZE;221.6;170.97075
AZE;223.64;170.8397911
AZE;226.44;170.7063229
AZE;225.48;170.5706115
AZE;201.48;170.434073
AZE;81.24;170.2978481
AZE;70.48;170.1611111
AZE;61.84;170.0238429
AZE;64.4;169.8867095
AZE;63.24;
AZE;69.92;
AZE;72.8;
AZE;71.64;
AZE;68.88;
AZE;72.24;
AZE;76.44;
AZE;76.56;
AZE;85.36;
AZE;85.2;
AZE;87.64;
AZE;91.08;
AZE;103.92;
AZE;113.6;
AZE;118.72;
AZE;116.56;
AZE;120.32;
AZE;;161.6698695
AZE;;161.8638683
AZE;;162.0578165
AZE;;162.2518265
AZE;;162.4460457
AZE;;162.6403131
AZE;;162.8348711
AZE;;163.0293676
AZE;;163.2238334
AZE;;163.4181569
AZE;;163.6124071
AZE;;163.8067941
AZE;;164.0017205
AZE;;164.1970813
AZE;;164.394122
AZE;;164.5928821
AZE;;164.7936136
AZE;;164.9959349
AZE;;165.1996972
AZE;;165.4050819
AZE;;165.6115362
AZE;;165.8192748
AZE;;166.0286039
AZE;;166.237581
AZE;;166.4455
AZE;;166.6511595
AZE;;166.8532694
AZE;;167.0511162
AZE;;167.2445416
AZE;;167.4344141
AZE;;167.6210062
AZE;;167.8056224
AZE;;167.9883768
AZE;;168.1691117
AZE;;168.3473513
AZE;;168.5221976
AZE;;168.6930026
AZE;;168.8599909
AZE;;169.0234728
AZE;;169.1837932
AZE;;169.3402968
AZE;;169.4924208
AZE;;169.6400897
AZE;;169.7831684
AZE;;169.9212417
AZE;;170.0550044
AZE;;170.1858427
AZE;;170.3147961
AZE;;170.4406779
AZE;;170.5638486
AZE;;170.6836518
AZE;;170.7991216
AZE;;170.9104738
AZE;;171.0167385
AZE;;171.1168277
AZE;;171.2101752
AZE;;171.2963028
AZE;;171.3766097
AZE;;171.4510648
AZE;;171.5198704
AZE;;171.5833111
AZE;;171.642399
AZE;;171.6980059
AZE;;171.7506921
AZE;;171.8008205
AZE;;
OWID_BAD;;
BHS;153.48;171.600536
BHS;152.08;171.6881243
BHS;152.48;171.7706152
BHS;161.88;171.8465101
BHS;163.04;171.9155629
BHS;175.84;171.9781801
BHS;174.6;172.0355648
BHS;187.12;172.0888389
BHS;180.36;172.1400943
BHS;193.68;172.1902841
BHS;184.88;172.2394412
BHS;177.2;172.2872927
BHS;177.64;172.3333032
BHS;169.64;172.3759468
BHS;165.32;172.4146062
BHS;163.28;172.4475724
BHS;145.16;172.4738202
BHS;148.04;172.4944419
BHS;155.6;172.5095027
BHS;189.24;172.5210172
BHS;182.24;172.5307477
BHS;196.72;172.5391627
BHS;190.44;172.5463556
BHS;197.68;172.5532158
BHS;197.56;172.559957
BHS;207.28;172.5677097
BHS;204.36;172.5770535
BHS;209.6;172.5878294
BHS;201.44;172.6010317
BHS;210.72;172.6169784
BHS;204;172.6359124
BHS;184.64;172.657401
BHS;182.68;172.6799929
BHS;202.76;172.7025273
BHS;187.68;172.7246229
BHS;209.4;
BHS;211.96;
BHS;222.44;
BHS;241.28;
BHS;242.84;
BHS;250.36;
BHS;228.64;
BHS;215.56;
BHS;214.92;
BHS;223.6;
BHS;221.08;
BHS;222.76;
BHS;238.44;
BHS;231.48;
BHS;220;
BHS;243.4;
BHS;225.72;
BHS;;161.7279987
BHS;;161.8974826
BHS;;162.0669868
BHS;;162.236513
BHS;;162.4057458
BHS;;162.5753303
BHS;;162.7447481
BHS;;162.9142682
BHS;;163.0836658
BHS;;163.2529202
BHS;;163.4218723
BHS;;163.5912417
BHS;;163.7619468
BHS;;163.9332007
BHS;;164.1059258
BHS;;164.2808349
BHS;;164.4584495
BHS;;164.6385134
BHS;;164.820479
BHS;;165.0045039
BHS;;165.1900741
BHS;;165.3779828
BHS;;165.5674799
BHS;;165.7571611
BHS;;165.9467138
BHS;;166.1352053
BHS;;166.3214975
BHS;;166.5046831
BHS;;166.6847815
BHS;;166.8632563
BHS;;167.0403272
BHS;;167.2169087
BHS;;167.3925692
BHS;;167.5667396
BHS;;167.7384208
BHS;;167.9057471
BHS;;168.0685868
BHS;;168.2271232
BHS;;168.382026
BHS;;168.5340536
BHS;;168.683084
BHS;;168.8286509
BHS;;168.9704076
BHS;;169.1078365
BHS;;169.2418303
BHS;;169.3736407
BHS;;169.5046101
BHS;;169.6358244
BHS;;169.767159
BHS;;169.8980727
BHS;;170.0283314
BHS;;170.1569259
BHS;;170.2840016
BHS;;170.4083611
BHS;;170.5291341
BHS;;170.6447664
BHS;;170.7545296
BHS;;170.858711
BHS;;170.9584071
BHS;;171.0543519
BHS;;171.1468887
BHS;;171.2382705
BHS;;171.3294391
BHS;;171.4200669
BHS;;171.5105663
BHS;;
BHR;;156.7115748
BHR;;156.8933389
BHR;;157.0754592
BHR;;157.2580471
BHR;;157.4408448
BHR;;157.6240032
BHR;;157.8074034
BHR;;157.9915091
BHR;;158.1755441
BHR;;158.3601056
BHR;;158.5448438
BHR;;158.7302572
BHR;;158.9168064
BHR;;159.1044735
BHR;;159.2938892
BHR;;159.4854589
BHR;;159.6805895
BHR;;159.8786936
BHR;;160.0794676
BHR;;160.2829429
BHR;;160.4890455
BHR;;160.6980025
BHR;;160.9104937
BHR;;161.1246968
BHR;;161.3398871
BHR;;161.5539355
BHR;;161.7650552
BHR;;161.9722588
BHR;;162.1746218
BHR;;162.3726096
BHR;;162.5663054
BHR;;162.757418
BHR;;162.9457184
BHR;;163.1312303
BHR;;163.3141423
BHR;;163.4941365
BHR;;163.6702106
BHR;;163.8434583
BHR;;164.0144617
BHR;;164.1837511
BHR;;164.3502058
BHR;;164.5139078
BHR;;164.6747187
BHR;;164.8330218
BHR;;164.9887601
BHR;;165.1429677
BHR;;165.2958427
BHR;;165.4485772
BHR;;165.6004995
BHR;;165.7509255
BHR;;165.8993081
BHR;;166.0438301
BHR;;166.1843086
BHR;;166.3196546
BHR;;166.4501035
BHR;;166.5752356
BHR;;166.6953192
BHR;;166.8122457
BHR;;166.9272438
BHR;;167.0400328
BHR;;167.1506712
BHR;;167.2601001
BHR;;167.3692453
BHR;;167.4773946
BHR;;167.5842956
BHR;;167.6892429
BHR;;167.7911046
BHR;;167.8880742
BHR;;167.9783765
BHR;;168.0632477
BHR;;168.1453658
BHR;;168.2255336
BHR;;168.3039209
BHR;;168.3824141
BHR;;168.4603275
BHR;;168.5362007
BHR;;168.6088663
BHR;;168.6771307
BHR;;168.7395887
BHR;;168.7937245
BHR;;168.8372649
BHR;;168.8662125
BHR;;168.8801353
BHR;;168.8796776
BHR;;168.8664991
BHR;;168.842595
BHR;;168.8090922
BHR;;168.7657564
BHR;;168.7131174
BHR;;168.6513868
BHR;;168.5817263
BHR;;168.5054278
BHR;;168.424262
BHR;;168.3409704
BHR;;168.2557698
BHR;;168.1705531
BHR;;168.0856785
BHR;;168.0005961
BHR;;167.9149881
BHR;;167.829319
BHR;;
BGD;21.8;163.7923071
BGD;22.56;163.8340374
BGD;22.6;163.8713925
BGD;23.96;163.9030716
BGD;24.92;163.9286988
BGD;23.96;163.9497801
BGD;23.64;163.9670233
BGD;24.16;163.9819046
BGD;24;163.9962308
BGD;24.84;164.0099876
BGD;25.04;164.0237534
BGD;25.76;164.0370645
BGD;26.08;164.0502597
BGD;25.68;164.0628919
BGD;22.4;164.0746499
BGD;22.8;164.084456
BGD;22.12;164.090947
BGD;23.84;164.0934746
BGD;22.88;164.0925092
BGD;19.4;164.0888739
BGD;19.32;164.0834833
BGD;19.04;164.0764345
BGD;19.64;164.0672405
BGD;19.68;164.0558659
BGD;21.16;164.0416727
BGD;21.12;164.0247086
BGD;21;164.0049036
BGD;20.6;163.9831579
BGD;20.48;163.9606596
BGD;19.92;163.9378507
BGD;20.44;163.9152987
BGD;20.56;163.8938036
BGD;21.6;163.8725033
BGD;21.48;163.8509791
BGD;21.92;163.8297907
BGD;24.68;
BGD;25;
BGD;26.44;
BGD;26.72;
BGD;27.36;
BGD;28.88;
BGD;29.56;
BGD;30.68;
BGD;32.04;
BGD;32.32;
BGD;33.44;
BGD;34.08;
BGD;37;
BGD;38.6;
BGD;39.16;
BGD;39.48;
BGD;39.68;
BGD;;158.5828115
BGD;;158.6422758
BGD;;158.7019673
BGD;;158.7623177
BGD;;158.8226232
BGD;;158.88297
BGD;;158.9436947
BGD;;159.0046191
BGD;;159.0655074
BGD;;159.1267248
BGD;;159.1878601
BGD;;159.250029
BGD;;159.3131552
BGD;;159.3774429
BGD;;159.4434459
BGD;;159.5124316
BGD;;159.5846016
BGD;;159.6594884
BGD;;159.737285
BGD;;159.8182088
BGD;;159.9018231
BGD;;159.9880028
BGD;;160.0767532
BGD;;160.1670606
BGD;;160.2581072
BGD;;160.3496389
BGD;;160.4409954
BGD;;160.5324921
BGD;;160.624771
BGD;;160.7196937
BGD;;160.8181175
BGD;;160.9208833
BGD;;161.0279966
BGD;;161.1386129
BGD;;161.2514558
BGD;;161.3654656
BGD;;161.4784389
BGD;;161.5905235
BGD;;161.7021238
BGD;;161.8128376
BGD;;161.9214299
BGD;;162.0277357
BGD;;162.1311363
BGD;;162.2308233
BGD;;162.326569
BGD;;162.4191832
BGD;;162.5103598
BGD;;162.6015474
BGD;;162.6925825
BGD;;162.7831683
BGD;;162.8728462
BGD;;162.9606771
BGD;;163.0461351
BGD;;163.1286809
BGD;;163.2075543
BGD;;163.2815075
BGD;;163.3499242
BGD;;163.4124773
BGD;;163.4692073
BGD;;163.520761
BGD;;163.568362
BGD;;163.6139182
BGD;;163.6587935
BGD;;163.7032944
BGD;;163.7482846
BGD;;
BRB;116.4;174.7892061
BRB;115.52;174.8897432
BRB;128.68;174.9847116
BRB;131.48;175.0720392
BRB;146.36;175.1515602
BRB;143.8;175.2232951
BRB;150.2;175.288496
BRB;143;175.3481371
BRB;160.12;175.4042248
BRB;165.68;175.4583179
BRB;184.52;175.5104107
BRB;176.6;175.5602571
BRB;177.32;175.6074781
BRB;193.72;175.6500391
BRB;173.8;175.68773
BRB;194.28;175.7193182
BRB;187.76;175.7437203
BRB;205.48;175.7613918
BRB;191.72;175.7729412
BRB;191.68;175.7805605
BRB;212.36;175.785865
BRB;221.52;175.7894829
BRB;227.04;175.7914314
BRB;229.24;175.792586
BRB;227.28;175.793481
BRB;227.56;175.795312
BRB;231.8;175.7988591
BRB;231.6;175.8038692
BRB;248.44;175.8112603
BRB;239.04;175.8214172
BRB;217.84;175.8346411
BRB;185.72;175.8502706
BRB;183.4;175.8668981
BRB;186.64;175.8833679
BRB;189.2;175.8996812
BRB;196.44;
BRB;189.4;
BRB;199.76;
BRB;185.76;
BRB;191.6;
BRB;193.12;
BRB;192.28;
BRB;189.36;
BRB;208.48;
BRB;198.2;
BRB;213.88;
BRB;200.4;
BRB;197.2;
BRB;200.6;
BRB;195.4;
BRB;198.96;
BRB;202.08;
BRB;;164.8512084
BRB;;165.0148013
BRB;;165.1787038
BRB;;165.3426941
BRB;;165.5067107
BRB;;165.6710839
BRB;;165.8354819
BRB;;166.0000448
BRB;;166.1644455
BRB;;166.3289674
BRB;;166.4933606
BRB;;166.6581727
BRB;;166.8241241
BRB;;166.9906049
BRB;;167.1582564
BRB;;167.3282942
BRB;;167.500647
BRB;;167.6753587
BRB;;167.8518919
BRB;;168.030452
BRB;;168.2108621
BRB;;168.3929173
BRB;;168.5766709
BRB;;168.7606368
BRB;;168.9444543
BRB;;169.1271607
BRB;;169.3075099
BRB;;169.484858
BRB;;169.6592386
BRB;;169.832026
BRB;;170.0035618
BRB;;170.1746965
BRB;;170.3448489
BRB;;170.5136668
BRB;;170.6802913
BRB;;170.8431655
BRB;;171.0020108
BRB;;171.1567512
BRB;;171.3086094
BRB;;171.4581809
BRB;;171.6054895
BRB;;171.7505095
BRB;;171.892826
BRB;;172.0315095
BRB;;172.1676403
BRB;;172.3027138
BRB;;172.4379348
BRB;;172.5744666
BRB;;172.7124606
BRB;;172.8514186
BRB;;172.9909991
BRB;;173.1304531
BRB;;173.2699266
BRB;;173.4078972
BRB;;173.5431469
BRB;;173.6738267
BRB;;173.7994302
BRB;;173.9201762
BRB;;174.0365853
BRB;;174.1493521
BRB;;174.2586213
BRB;;174.3666636
BRB;;174.4738062
BRB;;174.5797765
BRB;;174.6853069
BRB;;
OWID_BAV;;
BLR;145.64;176.2947124
BLR;152.68;176.4628183
BLR;160.6;176.6223539
BLR;149.52;176.7702303
BLR;152.88;176.9065055
BLR;158.96;177.0318975
BLR;170.2;177.1467796
BLR;175.96;177.2511348
BLR;180.28;177.3471281
BLR;185.24;177.4346163
BLR;186.76;177.5136686
BLR;191.2;177.5844661
BLR;190.76;177.6477907
BLR;203.8;177.7038248
BLR;210.64;177.753115
BLR;203.68;177.7957206
BLR;200.84;177.8323895
BLR;205.6;177.8638538
BLR;207.28;177.8908825
BLR;204.16;177.9158776
BLR;204.48;177.9412133
BLR;202.96;177.9673785
BLR;205.44;177.9950711
BLR;212.12;178.0251002
BLR;216.76;178.0556036
BLR;220.48;178.0862757
BLR;221.6;178.1170467
BLR;223.64;178.1481954
BLR;226.44;178.1803122
BLR;225.48;178.213477
BLR;201.48;178.2489227
BLR;208.84;178.2856248
BLR;217.4;178.3233759
BLR;208.68;178.3614017
BLR;202.4;178.4000019
BLR;204.6;
BLR;209.52;
BLR;198.16;
BLR;178.88;
BLR;191.92;
BLR;189.76;
BLR;184.8;
BLR;183.6;
BLR;195.52;
BLR;200.6;
BLR;205;
BLR;202.48;
BLR;210.56;
BLR;215.6;
BLR;226.04;
BLR;231.48;
BLR;219.84;
BLR;;167.7321638
BLR;;167.8243788
BLR;;167.9165589
BLR;;168.008879
BLR;;168.1013672
BLR;;168.1937004
BLR;;168.2863152
BLR;;168.3791272
BLR;;168.4716052
BLR;;168.5642219
BLR;;168.656345
BLR;;168.7486357
BLR;;168.8413091
BLR;;168.9346706
BLR;;169.0291972
BLR;;169.1252991
BLR;;169.2232288
BLR;;169.3226909
BLR;;169.423481
BLR;;169.5254917
BLR;;169.6288448
BLR;;169.7327951
BLR;;169.836825
BLR;;169.9392783
BLR;;170.038983
BLR;;170.134847
BLR;;170.2265572
BLR;;170.3147508
BLR;;170.4003648
BLR;;170.4872095
BLR;;170.5768707
BLR;;170.6721456
BLR;;170.7746726
BLR;;170.8851358
BLR;;171.0032927
BLR;;171.1287852
BLR;;171.2603275
BLR;;171.3982743
BLR;;171.5425343
BLR;;171.6932696
BLR;;171.8490958
BLR;;172.0084425
BLR;;172.1699347
BLR;;172.3333812
BLR;;172.499255
BLR;;172.6675524
BLR;;172.8396693
BLR;;173.0159718
BLR;;173.1960236
BLR;;173.3789658
BLR;;173.5646263
BLR;;173.7515693
BLR;;173.9392836
BLR;;174.1268496
BLR;;174.3136556
BLR;;174.4991021
BLR;;174.6826089
BLR;;174.8650808
BLR;;175.0464944
BLR;;175.2269313
BLR;;175.4059781
BLR;;175.5852498
BLR;;175.7643439
BLR;;175.9433114
BLR;;176.1205948
BLR;;
BEL;195.6;176.873567
BEL;191.28;177.0732933
BEL;194.52;177.2676627
BEL;194.12;177.4530509
BEL;192.96;177.6303224
BEL;202.24;177.8010003
BEL;202.6;177.9675697
BEL;203.28;178.1315149
BEL;210.88;178.2937896
BEL;216.8;178.455065
BEL;224.12;178.6150571
BEL;220.92;178.773048
BEL;224.72;178.9278886
BEL;232.68;179.07867
BEL;232.84;179.2239962
BEL;231.8;179.3638345
BEL;238.04;179.4977569
BEL;244.32;179.6262204
BEL;247.12;179.7500969
BEL;251.44;179.871592
BEL;247.68;179.9927554
BEL;253.6;180.1141103
BEL;252.4;180.2350172
BEL;250.84;180.3543542
BEL;254.52;180.4710825
BEL;255.44;180.5853202
BEL;255.24;180.696856
BEL;254.12;180.8068724
BEL;251.96;180.9166799
BEL;255.16;181.0264971
BEL;261.64;181.136911
BEL;262.52;181.248447
BEL;266;181.3609775
BEL;257.68;181.4734049
BEL;257.64;181.5861054
BEL;251;
BEL;256.48;
BEL;264.56;
BEL;233.96;
BEL;251.92;
BEL;247.6;
BEL;240;
BEL;240.12;
BEL;241.96;
BEL;243.04;
BEL;248.24;
BEL;235.96;
BEL;224.16;
BEL;228.12;
BEL;225.28;
BEL;233.68;
BEL;232.48;
BEL;;167.2005018
BEL;;167.2963641
BEL;;167.3925989
BEL;;167.4888433
BEL;;167.5846962
BEL;;167.6812054
BEL;;167.7786474
BEL;;167.8761848
BEL;;167.9741394
BEL;;168.0726877
BEL;;168.1709234
BEL;;168.2701916
BEL;;168.3714332
BEL;;168.4750553
BEL;;168.5821986
BEL;;168.6947979
BEL;;168.8133382
BEL;;168.9368432
BEL;;169.0648989
BEL;;169.1962705
BEL;;169.3290195
BEL;;169.4620078
BEL;;169.5939385
BEL;;169.7232918
BEL;;169.8501428
BEL;;169.9740072
BEL;;170.0945043
BEL;;170.2107374
BEL;;170.3242198
BEL;;170.4391704
BEL;;170.5579548
BEL;;170.6829623
BEL;;170.8158096
BEL;;170.9559321
BEL;;171.1036993
BEL;;171.2572251
BEL;;171.4148835
BEL;;171.5782239
BEL;;171.7477271
BEL;;171.9213746
BEL;;172.0958548
BEL;;172.2691018
BEL;;172.4398531
BEL;;172.6075162
BEL;;172.7722179
BEL;;172.9344961
BEL;;173.0974912
BEL;;173.2639894
BEL;;173.4344512
BEL;;173.6099075
BEL;;173.7924775
BEL;;173.9815126
BEL;;174.1771021
BEL;;174.3776748
BEL;;174.5823222
BEL;;174.7890193
BEL;;174.9973049
BEL;;175.2076046
BEL;;175.4193245
BEL;;175.6311693
BEL;;175.8411886
BEL;;176.0502557
BEL;;176.2584346
BEL;;176.4651749
BEL;;176.6703686
BEL;;
BLZ;102;168.0249297
BLZ;117.56;168.0999887
BLZ;91.48;168.1696149
BLZ;96.52;168.2321185
BLZ;90.68;168.2875421
BLZ;91.44;168.3359653
BLZ;93.12;168.3789921
BLZ;98.08;168.4177302
BLZ;85.88;168.4543734
BLZ;101.72;168.4901509
BLZ;104.04;168.5248877
BLZ;103.6;168.5583866
BLZ;97;168.5904021
BLZ;108.28;168.6189449
BLZ;118.08;168.6438945
BLZ;117.64;168.6636413
BLZ;122.72;168.6767073
BLZ;125.6;168.6840452
BLZ;130.28;168.6859711
BLZ;135.92;168.6849564
BLZ;137.48;168.6823806
BLZ;132.2;168.6788345
BLZ;138.52;168.6742358
BLZ;136.96;168.6693921
BLZ;135.44;168.6642253
BLZ;130.48;168.6600818
BLZ;135.88;168.6579241
BLZ;132.2;168.6575663
BLZ;105.8;168.6599374
BLZ;115.2;168.6650864
BLZ;99.24;168.6731889
BLZ;101.96;168.6837597
BLZ;103.24;168.695537
BLZ;105.76;168.7074853
BLZ;106.4;168.719478
BLZ;109.32;
BLZ;106.28;
BLZ;107.12;
BLZ;117.6;
BLZ;125.88;
BLZ;129.6;
BLZ;127.36;
BLZ;125.84;
BLZ;121;
BLZ;116.68;
BLZ;114.68;
BLZ;108.72;
BLZ;107.4;
BLZ;112.6;
BLZ;110.48;
BLZ;119.04;
BLZ;115.8;
BLZ;;158.1317857
BLZ;;158.3040016
BLZ;;158.4766801
BLZ;;158.64931
BLZ;;158.8217731
BLZ;;158.9944611
BLZ;;159.1669642
BLZ;;159.3395119
BLZ;;159.5120764
BLZ;;159.6847736
BLZ;;159.8573264
BLZ;;160.0301099
BLZ;;160.2041245
BLZ;;160.37877
BLZ;;160.5549744
BLZ;;160.7335497
BLZ;;160.9144427
BLZ;;161.0978695
BLZ;;161.283224
BLZ;;161.4705374
BLZ;;161.6594678
BLZ;;161.8505029
BLZ;;162.0433076
BLZ;;162.2365196
BLZ;;162.4295202
BLZ;;162.6211925
BLZ;;162.8107434
BLZ;;162.9969687
BLZ;;163.1801839
BLZ;;163.3614601
BLZ;;163.5412719
BLZ;;163.7206422
BLZ;;163.8991767
BLZ;;164.0763475
BLZ;;164.2510083
BLZ;;164.4215046
BLZ;;164.587612
BLZ;;164.749682
BLZ;;164.9077978
BLZ;;165.0627205
BLZ;;165.214607
BLZ;;165.3629014
BLZ;;165.5070843
BLZ;;165.6466893
BLZ;;165.7821816
BLZ;;165.9148431
BLZ;;166.0459765
BLZ;;166.1765068
BLZ;;166.3063803
BLZ;;166.4355339
BLZ;;166.5638164
BLZ;;166.6899063
BLZ;;166.8132525
BLZ;;166.9332488
BLZ;;167.0490198
BLZ;;167.1587241
BLZ;;167.2616258
BLZ;;167.3588652
BLZ;;167.4511393
BLZ;;167.5390086
BLZ;;167.6232731
BLZ;;167.7057956
BLZ;;167.7871964
BLZ;;167.867272
BLZ;;167.9468561
BLZ;;
BEN;26.24;170.7650399
BEN;28.8;170.8216875
BEN;28.8;170.8646872
BEN;30.76;170.892872
BEN;30.2;170.9075885
BEN;28.32;170.9097598
BEN;35.24;170.9012728
BEN;35.88;170.8843783
BEN;35.52;170.8608764
BEN;38.04;170.8318617
BEN;37.8;170.7980458
